Str,Trans,S_Date,S_Time,S_Lat,S_Lon,E_Date,E_Time,E_Lat,E_Lon
45E4,1401,26/06/2014,03:53,58.192,-5.3705,26/06/2014,06:00,58.379,-6.000
45E3,1402,26/06/2014,06:01,58.379,-6.0018,26/06/2014,06:29,58.421,-6.143
45E3,1501,26/06/2014,06:31,58.424,-6.1402,26/06/2014,07:00,58.436,-6.000
45E4,1502,26/06/2014,07:01,58.436,-5.9985,26/06/2014,11:12,58.500,-5.258
46E4,1601,26/06/2014,11:29,58.509,-5.1821,26/06/2014,13:57,58.539,-6.000
43E4,1602,26/06/2014,13:58,58.539,-6.0023,26/06/2014,14:42,58.550,-6.254
45E3,1701,26/06/2014,15:46,58.477,-6.4565,26/06/2014,17:28,58.478,-6.999
45E2,1702,26/06/2014,20:40,58.479,-7.0112,27/06/2014,03:35,58.476,-8.000
45E1,1703,27/06/2014,03:36,58.476,-8.0002,27/06/2014,04:25,58.477,-8.278
45E1,1801,27/06/2014,07:39,58.219,-8.8232,27/06/2014,10:40,58.219,-8.000
45E2,1802,27/06/2014,10:41,58.219,-7.9991,27/06/2014,15:55,58.219,-7.148
44E2,1901,27/06/2014,17:24,57.972,-7.2248,27/06/2014,19:44,57.972,-7.999
44E1,1902,27/06/2014,19:45,57.973,-8.0017,28/06/2014,04:25,57.969,-9.000
44E0,1903,28/06/2014,04:26,57.969,-9.0017,28/06/2014,04:41,57.968,-9.088
44E0,2001,28/06/2014,06:44,57.723,-9.3745,28/06/2014,09:50,57.719,-9.001
44E1,2002,28/06/2014,09:51,57.719,-8.9990,28/06/2014,15:02,57.719,-8.003
44E2,2003,28/06/2014,15:18,57.719,-7.9988,28/06/2014,17:07,57.719,-7.455
43E2,2101,28/06/2014,19:34,57.469,-7.5707,28/06/2014,20:51,57.469,-7.999
43E1,2102,28/06/2014,20:52,57.469,-8.0020,29/06/2014,04:16,57.471,-9.000
43E0,2103,29/06/2014,04:17,57.471,-9.0005,29/06/2014,05:22,57.474,-9.357
43E0,2201,29/06/2014,07:16,57.222,-9.2715,29/06/2014,08:08,57.216,-9.000
43E1,2202,29/06/2014,08:09,57.217,-8.9970,29/06/2014,11:23,57.220,-8.000
43E2,2203,29/06/2014,11:46,57.220,-7.9956,29/06/2014,12:52,57.220,-7.662
42E2,2301,29/06/2014,14:15,56.969,-7.6983,29/06/2014,15:23,56.969,-8.000
42E1,2302,29/06/2014,15:24,56.969,-8.0006,29/06/2014,20:49,56.969,-8.998
42E0,2303,29/06/2014,20:50,56.969,-9.0015,29/06/2014,21:07,56.970,-9.095
42E0,2401,29/06/2014,22:11,56.845,-9.0393,29/06/2014,22:19,56.845,-9.003
42E1,2402,29/06/2014,22:20,56.844,-8.9992,30/06/2014,07:01,56.845,-8.001
42E2,2403,30/06/2014,07:02,56.845,-7.9997,30/06/2014,08:06,56.844,-7.641
42E2,2501,30/06/2014,09:30,56.714,-7.5262,30/06/2014,10:55,56.721,-8.000
42E1,2502,30/06/2014,10:56,56.721,-8.0002,30/06/2014,13:51,56.719,-8.962
42E1,2601,30/06/2014,14:55,56.593,-8.9939,30/06/2014,19:42,56.593,-8.007
42E2,2602,30/06/2014,20:00,56.594,-7.9997,30/06/2014,22:36,56.594,-7.178
41E2,2701,01/07/2014,02:59,56.471,-7.1777,01/07/2014,05:37,56.471,-7.999
41E1,2702,01/07/2014,05:38,56.471,-8.0013,01/07/2014,12:09,56.470,-9.000
41E0,2703,01/07/2014,12:10,56.470,-9.0002,01/07/2014,12:16,56.470,-9.042
41E0,2801,01/07/2014,13:02,56.344,-9.1026,01/07/2014,13:23,56.344,-8.994
41E1,2802,01/07/2014,13:24,56.344,-8.9903,01/07/2014,16:49,56.346,-8.000
41E2,2803,01/07/2014,16:50,56.346,-7.9961,01/07/2014,20:15,56.345,-7.000
41E3,2804,01/07/2014,20:16,56.344,-6.9965,02/07/2014,22:45,56.345,-6.721
41E3,2901,02/07/2014,02:58,56.220,-6.5445,02/07/2014,04:26,56.220,-6.999
41E2,2902,02/07/2014,04:27,56.221,-7.0012,02/07/2014,08:28,56.219,-8.000
41E1,2903,02/07/2014,08:29,56.219,-8.0008,02/07/2014,14:54,56.219,-9.002
41E0,2904,02/07/2014,14:55,56.219,-9.0018,02/07/2014,15:34,56.219,-9.146
41E0,3001,02/07/2014,16:42,56.096,-9.1391,02/07/2014,17:10,56.093,-9.001
41E1,3002,02/07/2014,17:11,56.093,-8.9992,02/07/2014,22:21,56.094,-8.002
41E2,3003,02/07/2014,22:38,56.094,-7.9997,03/07/2014,05:53,56.097,-7.001
41E3,3004,03/07/2014,06:09,56.095,-6.9998,03/07/2014,09:23,56.094,-6.421
40E3,3101,03/07/2014,10:12,55.970,-6.4220,03/07/2014,12:36,55.969,-7.000
40E2,3102,03/07/2014,12:37,55.969,-7.0000,03/07/2014,17:57,55.968,-8.000
40E1,3103,03/07/2014,17:58,55.968,-8.0021,04/07/2014,03:26,55.970,-9.000
40E0,3104,04/07/2014,03:27,55.970,-9.0002,04/07/2014,04:45,55.969,-9.168
40E0,3201,04/07/2014,06:08,55.848,-9.2477,04/07/2014,06:58,55.845,-9.004
40E1,3202,04/07/2014,07:12,55.842,-8.9998,04/07/2014,13:40,55.844,-8.000
40E2,3203,04/07/2014,13:41,55.844,-7.9987,04/07/2014,17:25,55.845,-7.001
40E3,3204,04/07/2014,17:26,55.845,-6.9997,04/07/2014,18:37,55.845,-6.646
40E3,3301,04/07/2014,19:43,55.720,-6.6478,04/07/2014,21:06,55.720,-7.000
40E2,3302,04/07/2014,21:07,55.720,-7.0025,05/07/2014,05:02,55.719,-8.000
40E1,3303,05/07/2014,05:03,55.719,-8.0002,05/07/2014,10:40,55.719,-9.000
40E0,3304,05/07/2014,10:41,55.719,-9.0010,05/07/2014,13:27,55.718,-9.306
40E0,3401,05/07/2014,14:35,55.593,-9.3503,05/07/2014,15:47,55.593,-9.000
40E1,3402,05/07/2014,15:48,55.593,-8.9945,06/07/2014,05:14,55.595,-8.002
40E2,3403,06/07/2014,05:15,55.595,-7.9992,06/07/2014,08:39,55.595,-7.006
40E3,3404,06/07/2014,09:05,55.596,-6.9947,06/07/2014,10:20,55.596,-6.656
39E2,3501,06/07/2014,11:52,55.469,-7.0160,06/07/2014,15:50,55.470,-8.015
39E1,3502,06/07/2014,15:51,55.470,-8.0183,06/07/2014,20:06,55.469,-8.998
39E0,3503,06/07/2014,20:19,55.468,-9.0003,06/07/2014,22:33,55.469,-9.525
39E0,3601,07/07/2014,03:00,55.346,-9.8018,07/07/2014,05:39,55.345,-9.001
39E1,3602,07/07/2014,05:40,55.345,-8.9995,07/07/2014,10:38,55.344,-8.004
39E2,3603,07/07/2014,10:56,55.344,-8.0000,07/07/2014,12:33,55.346,-7.499
39E1,3701,07/07/2014,14:57,55.219,-8.0742,07/07/2014,18:26,55.220,-8.986
39E0,3702,07/07/2014,18:47,55.222,-9.000,07/07/2014,22:47,55.218,-9.943
39D9,3801,08/07/2014,02:58,55.094,-10.039,08/07/2014,03:06,55.094,-10.001
39E0,3802,08/07/2014,03:07,55.094,-9.999,08/07/2014,09:02,55.093,-9.001
39E1,3803,08/07/2014,09:03,55.093,-9.000,08/07/2014,10:55,55.093,-8.429
38E1,3901,08/07/2014,11:55,54.969,-8.627,08/07/2014,13:25,54.969,-9.000
38E0,3902,08/07/2014,13:26,54.969,-9.001,08/07/2014,17:13,54.970,-10.000
38D9,3903,08/07/2014,19:07,54.969,-10.000,08/07/2014,19:42,54.969,-10.156
38D9,4001,08/07/2014,21:02,54.846,-10.320,08/07/2014,22:08,54.844,-10.000
38E0,4002,08/07/2014,22:09,54.844,-9.986,09/07/2014,05:22,54.844,-9.004
38E1,4003,09/07/2014,05:41,54.846,-9.000,09/07/2014,06:53,54.845,-8.636
38E1,4101,09/07/2014,07:53,54.721,-8.813,09/07/2014,08:33,54.719,-8.998
38E0,4102,09/07/2014,08:34,54.719,-9.000,09/07/2014,12:07,54.719,-9.999
38D9,4103,09/07/2014,12:08,54.719,-10.001,09/07/2014,13:42,54.719,-10.436
38D9,4201,09/07/2014,15:06,54.595,-10.584,09/07/2014,17:03,54.595,-10.000
38E0,4202,09/07/2014,17:04,54.595,-9.995,09/07/2014,20:32,54.595,-9.000
38E1,4203,09/07/2014,20:33,54.595,-8.998,09/07/2014,21:38,54.595,-8.664
37E1,4301,10/07/2014,02:58,54.469,-8.706,10/07/2014,03:59,54.469,-8.999
37E0,4302,10/07/2014,04:00,54.469,-9.999,10/07/2014,07:25,54.473,-9.001
37D9,4303,10/07/2014,07:26,54.473,-10.001,10/07/2014,10:46,54.469,-10.632
37D9,4401,10/07/2014,11:32,54.343,-10.710,10/07/2014,13:56,54.345,-10.000
37E0,4402,10/07/2014,13:56,54.345,-10.000,10/07/2014,14:20,54.35,-9.881
37D9,4501,10/07/2014,16:11,54.221,-10.182,10/07/2014,18:32,54.219,-10.821
37D9,4601,10/07/2014,19:49,54.095,-10.955,10/07/2014,22:06,54.092,-10.271
36D9,4701,11/07/2014,02:57,53.971,-10.287,11/07/2014,05:30,53.971,-11.000
36D8,4702,11/07/2014,05:31,53.971,-11.000,11/07/2014,06:21,53.970,-11.231
36D8,4801,11/07/2014,07:35,53.844,-11.266,11/07/2014,08:30,53.844,-11.001
36D9,4802,11/07/2014,08:31,53.844,-11.000,11/07/2014,11:25,53.845,-10.129
36D9,4901,11/07/2014,12:29,53.719,-10.123,11/07/2014,13:11,53.719,-10.289
