Cruise_Code,Stratum,ICES,Lat,Lon
CE14010,42E1,VIaN,56.9999,-8.0001
CE14010,42E1,VIaN,56.9999,-8.9999
CE14010,42E1,VIaN,56.5001,-8.9999
CE14010,42E1,VIaN,56.5001,-8.0001
CE14010,42E0,VIaN,56.5001,-9.0001
CE14010,42E0,VIaN,56.9999,-9.0001
CE14010,42E0,VIaN,56.9999,-9.1385
CE14010,42E0,VIaN,56.5001,-9.1333
CE14010,42E0,VIaN,56.5001,-9.0001
CE14010,41E3,VIaN,56.0001,-6.4000
CE14010,41E3,VIaN,56.433,-6.4000
CE14010,41E3,VIaN,56.433,-6.9999
CE14010,41E3,VIaN,56.0001,-6.9999
CE14010,41E3,VIaN,56.0001,-6.4000
CE14010,41E2,VIaN,56.0001,-7.0001
CE14010,41E2,VIaN,56.4999,-7.0001
CE14010,41E2,VIaN,56.4999,-7.9999
CE14010,41E2,VIaN,56.0001,-7.9999
CE14010,41E2,VIaN,56.0001,-7.0001
CE14010,41E1,VIaN,56.0001,-8.0001
CE14010,41E1,VIaN,56.4999,-8.0001
CE14010,41E1,VIaN,56.4999,-8.9999
CE14010,41E1,VIaN,56.0001,-8.9999
CE14010,41E1,VIaN,56.0001,-8.0001
CE14010,41E0,VIaN,56.0001,-9.0001
CE14010,41E0,VIaN,56.4999,-9.0001
CE14010,41E0,VIaN,56.4999,-9.2343
CE14010,41E0,VIaN,56.0001,-9.2343
CE14010,41E0,VIaN,56.0001,-9.0001
CE14010,40E3,VIaN,55.5001,-6.4000
CE14010,40E3,VIaN,55.9999,-6.4000
CE14010,40E3,VIaN,55.9999,-6.9999
CE14010,40E3,VIaN,55.5001,-6.9999
CE14010,40E3,VIaN,55.5001,-6.4000
CE14010,40E2,VIaS,55.5001,-7.0001
CE14010,40E2,VIaS,55.9999,-7.0001
CE14010,40E2,VIaS,55.9999,-7.9999
CE14010,40E2,VIaS,55.5001,-7.9999
CE14010,40E2,VIaS,55.5001,-7.0001
CE14010,40E1,VIaS,55.5001,-8.0001
CE14010,40E1,VIaS,55.9999,-8.0001
CE14010,40E1,VIaS,55.9999,-8.9999
CE14010,40E1,VIaS,55.5001,-8.9999
CE14010,40E1,VIaS,55.5001,-8.0001
CE14010,40E0,VIaS,55.5001,-9.0001
CE14010,40E0,VIaS,55.9999,-9.0001
CE14010,40E0,VIaS,55.9999,-9.2976
CE14010,40E0,VIaS,55.5001,-9.5225
CE14010,40E0,VIaS,55.5001,-9.0001
CE14010,39E2,VIaS,55.2684,-7.0001
CE14010,39E2,VIaS,55.4999,-7.0001
CE14010,39E2,VIaS,55.4999,-7.9999
CE14010,39E2,VIaS,55.2372,-7.9999
CE14010,39E2,VIaS,55.2684,-7.0001
CE14010,39E1,VIaS,55.0001,-8.5814
CE14010,39E1,VIaS,55.2344,-8.0001
CE14010,39E1,VIaS,55.4999,-8.0001
CE14010,39E1,VIaS,55.4999,-8.9999
CE14010,39E1,VIaS,55.0001,-8.9999
CE14010,39E1,VIaS,55.0001,-8.5814
CE14010,39E0,VIaS,55.0001,-9.0001
CE14010,39E0,VIaS,55.4999,-9.0001
CE14010,39E0,VIaS,55.4999,-9.7295
CE14010,39E0,VIaS,55.2599,-9.9999
CE14010,39E0,VIaS,55.0001,-9.9999
CE14010,39E0,VIaS,55.0001,-9.0001
CE14010,39D9,VIaS,55.0001,-10.0001
CE14010,39D9,VIaS,55.1039,-10.0001
CE14010,39D9,VIaS,55.1039,-10.1965
CE14010,39D9,VIaS,55.0001,-10.1965
CE14010,39D9,VIaS,55.0001,-10.0001
CE14010,38E1,VIaS,54.5001,-8.3026
CE14010,38E1,VIaS,54.6606,-8.8047
CE14010,38E1,VIaS,54.706,-8.829
CE14010,38E1,VIaS,54.8876,-8.4781
CE14010,38E1,VIaS,54.9999,-8.5999
CE14010,38E1,VIaS,54.9999,-8.9999
CE14010,38E1,VIaS,54.5001,-8.9999
CE14010,38E1,VIaS,54.5001,-8.3026
CE14010,38E0,VIaS,54.5001,-9.0001
CE14010,38E0,VIaS,54.9999,-9.0001
CE14010,38E0,VIaS,54.9999,-9.9999
CE14010,38E0,VIaS,54.5001,-9.9999
CE14010,38E0,VIaS,54.5001,-9.0001
CE14010,38D9,VIaS,54.5001,-10.0001
CE14010,38D9,VIaS,54.9999,-10.0001
CE14010,38D9,VIaS,54.9999,-10.3075
CE14010,38D9,VIaS,54.5001,-10.8924
CE14010,38D9,VIaS,54.5001,-10.0001
CE14010,37E1,VIIb,54.2791,-8.6431
CE14010,37E1,VIIb,54.4999,-8.6431
CE14010,37E1,VIIb,54.4999,-8.9999
CE14010,37E1,VIIb,54.2791,-8.9999
CE14010,37E1,VIIb,54.2791,-8.6431
CE14010,37E0,VIIb,54.3391,-9.0001
CE14010,37E0,VIIb,54.4999,-9.0001
CE14010,37E0,VIIb,54.4999,-9.9999
