Cruise_Code,Stratum,ICES,Lat,Lon
CE13015,6,Mizen,51.163,-8.624
CE13015,6,Mizen,51.163,-9.206
CE13015,6,Mizen,51.101,-9.206
CE13015,6,Mizen,51.101,-10.025
CE13015,6,Mizen,51.456,-10.029
CE13015,7,Offshore CS,51.867,-6.758
CE13015,7,Offshore CS,51.878,-6.738
CE13015,7,Offshore CS,51.588,-7.676
CE13015,7,Offshore CS,51.360,-8.485
CE13015,7,Offshore CS,50.992,-8.492
CE13015,7,Offshore CS,50.987,-7.307
CE13015,7,Offshore CS,51.349,-7.305
CE13015,7,Offshore CS,51.348,-7.131
CE13015,7,Offshore CS,51.383,-7.130
CE13015,7,Offshore CS,51.384,-7.015
CE13015,7,Offshore CS,51.417,-7.016
CE13015,7,Offshore CS,51.419,-6.916
CE13015,7,Offshore CS,51.449,-6.913
CE13015,7,Offshore CS,51.452,-6.747
CE13015,7,Offshore CS,51.878,-6.742
CE13015,7,Offshore CS,51.867,-6.758
CE13015,8,Smalls,51.431,-6.313
CE13015,8,Smalls,51.433,-6.797
CE13015,8,Smalls,51.436,-6.909
CE13015,8,Smalls,51.401,-6.909
CE13015,8,Smalls,51.401,-7.011
CE13015,8,Smalls,51.367,-7.011
CE13015,8,Smalls,51.367,-7.126
CE13015,8,Smalls,51.334,-7.126
CE13015,8,Smalls,51.335,-7.302
CE13015,8,Smalls,50.986,-7.299
CE13015,8,Smalls,50.984,-6.317
CE13015,8,Smalls,51.431,-6.313
CE13015,9,Inshore CS,51.588,-8.584
CE13015,9,Inshore CS,51.331,-8.584
CE13015,9,Inshore CS,51.898,-6.653
CE13015,9,Inshore CS,52.171,-6.667
CE13015,9,Inshore CS,52.049,-6.950
CE13015,9,Inshore CS,52.043,-7.343
CE13015,9,Inshore CS,52.131,-7.347
CE13015,9,Inshore CS,52.097,-7.507
CE13015,9,Inshore CS,51.978,-7.603
CE13015,9,Inshore CS,51.966,-7.676
CE13015,9,Inshore CS,51.818,-7.671
CE13015,9,Inshore CS,51.758,-8.082
CE13015,9,Inshore CS,51.804,-8.082
CE13015,9,Inshore CS,51.784,-8.228
CE13015,9,Inshore CS,51.633,-8.237
CE13015,9,Inshore CS,51.605,-8.589
CE13015,10,Baginbun,52.198,-6.658
CE13015,10,Baginbun,52.196,-6.775
CE13015,10,Baginbun,52.168,-6.832
CE13015,10,Baginbun,52.140,-6.889
CE13015,10,Baginbun,52.125,-6.901
CE13015,10,Baginbun,52.059,-6.901
CE13015,10,Baginbun,52.155,-6.662
CE13015,10,Baginbun,52.198,-6.658
CE13015,11,Tramore,52.126,-7.385
CE13015,11,Tramore,52.131,-7.120
CE13015,11,Tramore,52.122,-7.120
CE13015,11,Tramore,52.122,-6.901
CE13015,11,Tramore,52.055,-6.901
CE13015,11,Tramore,52.029,-6.960
CE13015,11,Tramore,52.022,-7.385
CE13015,11,Tramore,52.126,-7.385
CE13015,12,Waterford,52.159,-6.966
CE13015,12,Waterford,52.128,-7.004
CE13015,12,Waterford,52.122,-6.969
CE13015,12,Waterford,52.148,-6.920
CE13015,12,Waterford,52.159,-6.966
CE13015,13,Ballycotton,51.802,-8.058
CE13015,13,Ballycotton,51.963,-7.637
CE13015,13,Ballycotton,51.806,-7.637
CE13015,13,Ballycotton,51.721,-8.051
CE13015,13,Ballycotton,51.802,-8.058
CE13015,14,Daunt,51.651,-8.537
CE13015,14,Daunt,51.732,-8.300
CE13015,14,Daunt,51.757,-8.286
CE13015,14,Daunt,51.787,-8.182
CE13015,14,Daunt,51.634,-8.177
CE13015,14,Daunt,51.610,-8.470
CE13015,14,Daunt,51.596,-8.488
CE13015,14,Daunt,51.596,-8.522
CE13015,14,Daunt,51.651,-8.537
CE13015,15,Dingle S,52.040,-10.094
CE13015,15,Dingle S,51.999,-10.252
CE13015,15,Dingle S,52.032,-10.285
CE13015,15,Dingle S,52.068,-10.126
CE13015,15,Dingle S,52.040,-10.094
CE13015,16,Dingle N,52.106,-10.326
CE13015,16,Dingle N,52.093,-10.500
CE13015,16,Dingle N,52.061,-10.489
CE13015,16,Dingle N,52.079,-10.308
CE13015,16,Dingle N,52.106,-10.326
CE13015,17,NE Corner,51.438,-6.310
CE13015,17,NE Corner,50.988,-6.310
CE13015,17,NE Corner,50.488,-6.075
CE13015,17,NE Corner,51.438,-6.075
CE13015,17,NE Corner,51.438,-6.310
CE13015,18,Smalls ext,51.442,-6.736
CE13015,18,Smalls ext,51.852,-6.742
CE13015,18,Smalls ext,51.889,-6.687
CE13015,18,Smalls ext,52.001,-6.682
CE13015,18,Smalls ext,51.711,-6.145
CE13015,18,Smalls ext,51.442,-6.136
CE13015,18,Smalls ext,51.442,-6.736
