Cruise_Code,Stratum,ICES,Lat,Lon
CE15010,SR38E1,VIaS,54.706,-8.829
CE15010,SR38E1,VIaS,54.8876,-8.4781
CE15010,SR38E1,VIaS,54.9999,-8.5999
CE15010,SR38E1,VIaS,54.9999,-8.9999
CE15010,SR38E1,VIaS,54.5001,-8.9999
CE15010,SR38E1,VIaS,54.5001,-8.3026
CE15010,SR38E0,VIaS,54.5001,-9.0001
CE15010,SR38E0,VIaS,54.9999,-9.0001
CE15010,SR38E0,VIaS,54.9999,-9.9999
CE15010,SR38E0,VIaS,54.5001,-9.9999
CE15010,SR38E0,VIaS,54.5001,-9.0001
CE15010,SR38D9,VIaS,54.5001,-10.0001
CE15010,SR38D9,VIaS,54.9999,-10.0001
CE15010,SR38D9,VIaS,54.9999,-10.3075
CE15010,SR38D9,VIaS,54.5001,-10.8924
CE15010,SR38D9,VIaS,54.5001,-10.0001
CE15010,SR37E1,VIIb,54.2791,-8.6431
CE15010,SR37E1,VIIb,54.4999,-8.6431
CE15010,SR37E1,VIIb,54.4999,-8.9999
CE15010,SR37E1,VIIb,54.2791,-8.9999
CE15010,SR37E1,VIIb,54.2791,-8.6431
CE15010,SR37E0,VIIb,54.3391,-9.0001
CE15010,SR37E0,VIIb,54.4999,-9.0001
CE15010,SR37E0,VIIb,54.4999,-9.9999
CE15010,SR37E0,VIIb,54.3391,-9.9999
CE15010,SR37E0,VIIb,54.3391,-9.0001
CE15010,SR37D9,VIIb,54.0001,-10.199
CE15010,SR37D9,VIIb,54.2968,-10.1364
CE15010,SR37D9,VIIb,54.3422,-10.0001
CE15010,SR37D9,VIIb,54.4999,-10.0001
CE15010,SR37D9,VIIb,54.4999,-10.9999
CE15010,SR37D9,VIIb,54.0001,-10.9999
CE15010,SR37D9,VIIb,54.0001,-10.199
CE15010,SR36D9,VIIb,53.5001,-10.0001
CE15010,SR36D9,VIIb,53.9999,-10.0001
CE15010,SR36D9,VIIb,53.9999,-10.9999
CE15010,SR36D9,VIIb,53.5001,-10.9999
CE15010,SR36D9,VIIb,53.5001,-10.0001
CE15010,SR36D8,VIIb,53.5001,-11.0001
CE15010,SR36D8,VIIb,53.9999,-11.0001
CE15010,SR36D8,VIIb,53.9999,-11.2799
CE15010,SR36D8,VIIb,53.5001,-11.8431
CE15010,SR36D8,VIIb,53.5001,-11.0001
CE15010,SR49E5,VIaN,60.0001,-4.9999
CE15010,SR49E5,VIaN,60.2500,-4.0001
CE15010,SR49E5,VIaN,60.0001,-4.0001
CE15010,SR49E5,VIaN,60.0001,-4.9999
CE15010,SR48E5,VIaN,59.5001,-4.0001
CE15010,SR48E5,VIaN,59.9999,-4.0001
CE15010,SR48E5,VIaN,59.9999,-4.9999
CE15010,SR48E5,VIaN,59.5001,-4.9999
CE15010,SR48E5,VIaN,59.5001,-4.0001
CE15010,SR48E4,VIaN,59.5001,-5.0001
CE15010,SR48E4,VIaN,59.9999,-5.0001
CE15010,SR48E4,VIaN,59.9999,-5.9999
CE15010,SR48E4,VIaN,59.5001,-5.9999
CE15010,SR48E4,VIaN,59.5001,-5.0001
CE15010,SR47E3,VIaN,59.0001,-6.0001
CE15010,SR47E3,VIaN,59.4999,-6.0001
CE15010,SR47E3,VIaN,59.4999,-6.9999
CE15010,SR47E3,VIaN,59.0001,-6.9999
CE15010,SR47E3,VIaN,59.0001,-6.0001
CE15010,SR47E4,VIaN,59.0001,-5.0001
CE15010,SR47E4,VIaN,59.4999,-5.0001
CE15010,SR47E4,VIaN,59.4999,-5.9999
CE15010,SR47E4,VIaN,59.0001,-5.9999
CE15010,SR47E4,VIaN,59.0001,-5.0001
CE15010,SR47E5,VIaN,59.0001,-4.0001
CE15010,SR47E5,VIaN,59.4999,-4.0001
CE15010,SR47E5,VIaN,59.4999,-4.9999
CE15010,SR47E5,VIaN,59.0001,-4.9999
CE15010,SR47E5,VIaN,59.0001,-4.0001
CE15010,SR46E2,VIaN,58.5001,-7.0001
CE15010,SR46E2,VIaN,58.9999,-7.0001
CE15010,SR46E2,VIaN,58.9999,-7.9999
CE15010,SR46E2,VIaN,58.5001,-7.9999
CE15010,SR46E2,VIaN,58.5001,-7.0001
CE15010,SR46E3,VIaN,58.5001,-6.0001
CE15010,SR46E3,VIaN,58.9999,-6.0001
CE15010,SR46E3,VIaN,58.9999,-6.9999
CE15010,SR46E3,VIaN,58.5001,-6.9999
CE15010,SR46E3,VIaN,58.5001,-6.0001
CE15010,SR46E4,VIaN,58.5001,-5.0001
CE15010,SR46E4,VIaN,58.9999,-5.0001
CE15010,SR46E4,VIaN,58.9999,-5.9999
CE15010,SR46E4,VIaN,58.5001,-5.9999
CE15010,SR46E4,VIaN,58.5001,-5.0001
CE15010,SR46E5,VIaN,58.5001,-4.0001
CE15010,SR46E5,VIaN,58.9999,-4.0001
CE15010,SR46E5,VIaN,58.9999,-4.9999
CE15010,SR46E5,VIaN,58.5001,-4.9999
CE15010,SR46E5,VIaN,58.5001,-4.0001

